MAIN STORE LINK,DESIGNER NAME,PRICE RANGE,CATEGORY,WEBSITE,INSTAGRAM URL,STORE 1,STORE 2 ,STORE 3 ,STORE 4 ,STORE 5 ,STORE 6,STORE 7,STORE 8,STORE 9,STORE 10,STORE 11,STORE 12,STORE 13,STORE 14,IMAGE 1,IMAGE 2,IMAGE 3,IMAGE 4,IMAGE 5,IMAGE 6
https://www.perniaspopupshop.com/designers/anushka-khanna,Anushka Khanna,,Women,https://www.anushkakhanna.com/,https://www.instagram.com/anushkaskhanna/,Ensemble | Mumbai and Delhi,,,,,,,,,,,,,,https://img.perniaspopupshop.com/catalog/product/a/n/anuc14021711-b.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/n/anuc14021712-c.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/n/anuc14021705-b.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/n/anuc14021708-b.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/n/anuc14021704-b.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/n/anuc14021702-b.jpg?impolicy=listingimagedesktop
https://www.perniaspopupshop.com/designers/aneesh-agarwaal,Aneesh Agarwaal,19900-282000,Women,https://www.aneeshagarwaalofficial.com/,https://www.instagram.com/aneeshagarwaalofficial/,"Aneesh Agarwaal Shop No.89, Maker Arcade Shopping Centrecuffe Parade, Mumbai 400005Landmark: Near World Trade Centre",,,,,,,,,,,,,,https://img.perniaspopupshop.com/catalog/product/a/n/ANAC102361_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/n/ANAC102332_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/n/ANAC102327_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/n/ANAC102337_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/n/ANAC102358_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/n/ANAC102348_1.jpg?impolicy=listingimagedesktop
https://www.perniaspopupshop.com/designers/anaikka,Anaikka,,,,,,,,,,,,,,,,,,,,,,,,
https://www.perniaspopupshop.com/designers/anita-dongre,Anita Dongre,,Women,https://www.anitadongre.com/,https://www.instagram.com/anitadongre/?hl=en,"Sassoon Building, B Bharucha Rd, Kala Ghoda, FortMumbai, Maharashtra 400001","Basement, UG & 1st Floor, Everest Classic,Linking Road, Khar (West)MUMBAI, MAHARASHTRA 400052",,,,,,,,,,,,,https://img.perniaspopupshop.com/catalog/product/a/n/ANDC042209_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/n/ANDC052240_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/n/andc042239_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/n/ANDC012204_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/n/andc052231_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/n/ANDC052217_1.jpg?impolicy=listingimagedesktop
https://www.perniaspopupshop.com/designers/abraham-thakore,Abraham & Thakore,,Women,https://abrahamandthakore.com/,https://www.instagram.com/abrahamandthakore/?hl=en,"1st Floor, D-25, Block D,Defence Colony, New Delhi, Delhi","A and T, F-27, Phoenix Palladium, Phoenix Mills Compound, 1st Floor, 462, Senapati Bapat Marg, Lower Parel, Mumbai, Mumbai, Maharashtra, 400013, Mumbai - 400013","The Dhan Mill, Shed No. 52, Khasra No 287, 288/1 & 288/2, 100 Ft Road, Chattarpur, New Delhi 110074, New Delhi - 110074",,,,,,,,,,,,https://img.perniaspopupshop.com/catalog/product/a/b/ABTC102131_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/b/ABTC102130_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/b/ABTC102129_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/b/ABTC102128_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/b/ABTC102127_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/b/ABTC102126_1.jpg?impolicy=listingimagedesktop
https://www.perniaspopupshop.com/designers/ash-haute-couture,Ash Haute Couture,,Women,http://www.ashhautecouture.com/,https://www.instagram.com/ashhautecouture/?hl=en,,,,,,,,,,,,,,,https://img.perniaspopupshop.com/catalog/product/a/s/ashc12071810-b.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/s/ashc12071809-b.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/s/ashc12071808-b.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/s/ashc12071807-b.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/s/ashc12071806-b.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/s/ashc12071805-b.jpg?impolicy=listingimagedesktop
https://www.perniaspopupshop.com/designers/art-karat,Art Karat,7500-7500,Women,https://global.artkarat.com/,https://www.instagram.com/artkaratofficial/?hl=en,"73B, Khan MarketNew Delhi-110003, India","Second Floor, Showroom No.342, Nelscon Mandela Marg, Vasant KunjNEW DELHI-110070, India",,,,,,,,,,,,,https://img.perniaspopupshop.com/catalog/product/a/r/artc1f0516a08-a.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product1914?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product2585?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/r/artc1f0516a10-a.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/r/artc1f0516a04-a.jpg?impolicy=listingimagedesktop,
https://www.perniaspopupshop.com/designers/ananda,Ananda,,,,,,,,,,,,,,,,,,,,,,,,
https://www.perniaspopupshop.com/designers/akshay-wadhwa,Akshay Wadhwa,,,,,,,,,,,,,,,,,,,,,,,,
https://www.perniaspopupshop.com/designers/akaaro,Akaaro,,Women,https://www.akaaro.com/,https://www.instagram.com/akaaro/?hl=en,,,,,,,,,,,,,,,https://img.perniaspopupshop.com/catalog/product/a/k/AKAC082017_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/k/AKAC082016_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/k/AKAC082015_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/k/AKAC082013_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/k/AKAC082009_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/k/AKAC082007_1.jpg?impolicy=listingimagedesktop
https://www.perniaspopupshop.com/designers/aish-jewels,Aish Jewels,,,,,,,,,,,,,,,,,,,,,,,,
https://www.perniaspopupshop.com/designers/ashima-leena,Ashima Leena,45000-442400,Women,https://www.al-design.in/,https://www.instagram.com/ashimaleenaofficial/,"Farm No. 9,Sultanpur Estate,Main Mandi RoadNew Delhi - 110030India",,,,,,,,,,,,,,https://img.perniaspopupshop.com/catalog/product/a/l/ALNC062268_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/l/ALNC062267_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/l/ALNC062266_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/l/ALNC062263_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/l/ALNC062262_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/l/ALNC062261_1.jpg?impolicy=listingimagedesktop
https://www.perniaspopupshop.com/designers/astha-narang,Astha Narang,38000-230000,Women,https://www.asthanarang.com/,https://www.instagram.com/asthanarangofficial/,"ASTHA NARANGThe Dhan MillChhattarpur, New Delhi",,,,,,,,,,,,,,https://img.perniaspopupshop.com/catalog/product/a/s/ASTC102297_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/s/ASTC1022101_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/s/ASTC102294_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/s/ASTC1022108_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/s/ASTC102295_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/s/ASTC1022105_1.jpg?impolicy=listingimagedesktop
https://www.perniaspopupshop.com/designers/astha-jagwani,Astha Jagwani,,,,,,,,,,,,,,,,,,,,,,,,
https://www.perniaspopupshop.com/designers/anoli-shah,Anoli Shah,,Women,https://www.facebook.com/Anolishahdesigninc/,https://www.instagram.com/anolishahudani/,,,,,,,,,,,,,,,https://img.perniaspopupshop.com/catalog/product/a/n/ansc18041706-b.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/n/ansc18041713-b.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/n/ansc18041712-b.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/n/ansc18041707-b.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/n/ansc18041711-b.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/n/ansc18041708-b.jpg?impolicy=listingimagedesktop
https://www.perniaspopupshop.com/designers/anupamaa-dayal-for-ekaya,Anupamaa Dayal for Ekaya,,,,,,,,,,,,,,,,,,,,,,,,
https://www.perniaspopupshop.com/designers/armaan-randhawa,ARMAAN RANDHAWA,,Women,,https://www.instagram.com/_armaanrandhawaa/?hl=en,,,,,,,,,,,,,,,https://img.perniaspopupshop.com/catalog/product/a/r/aralfw081824.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/r/aralfw081822.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/r/aralfw081821.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/r/aralfw081820.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/r/aralfw081818.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/r/aralfw081817.jpg?impolicy=listingimagedesktop
https://www.perniaspopupshop.com/designers/adora-by-ankita,Adora by Ankita,6500-13000,Women,https://www.facebook.com/adora.by.ankita/,https://www.instagram.com/adorabyankita/?hl=en,,,,,,,,,,,,,,,https://img.perniaspopupshop.com/catalog/product/a/d/ADOC022227_1.JPG?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/d/ADOC022226_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/d/ADOC022225_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/d/ADOC022222_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/d/ADOC022217_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/d/ADOC022215_1.jpg?impolicy=listingimagedesktop
https://www.perniaspopupshop.com/designers/archana-rao,Archana Rao,12000-120000,Women,https://www.archanaraolabel.com/,https://www.instagram.com/archanaraolabel/,"1721, Rd Number 1Sri Ram Nagar ColonyBanjara HillsHyderabad, Telangana 500034",,,,,,,,,,,,,,https://img.perniaspopupshop.com/catalog/product/a/r/ARRA012321_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/r/ARRA012317_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/r/ARRA012322_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/r/ARRA012316_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/r/ARRA112219_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/r/ARRA112203_1.jpg?impolicy=listingimagedesktop
https://www.perniaspopupshop.com/designers/anand-bhushan,Anand Bhushan,7000-82000,Women,,https://www.instagram.com/anandbhushan/,,,,,,,,,,,,,,,https://img.perniaspopupshop.com/catalog/product/a/n/ANBC082122_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/n/ANBC082121_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/n/ANBC082120_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/n/ANBC082119_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/n/ANBC082118_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/n/ANBC082117_1.jpg?impolicy=listingimagedesktop
https://www.perniaspopupshop.com/designers/abhinav-mishra,Abhinav Mishra,84500-450000,Women,https://abhinavmishraofficial.com/,https://www.instagram.com/abhinavmishra_/?hl=en,D 59 Chattarpur EnclaveS N N MargNew Delhi 110074,,,,,,,,,,,,,,https://img.perniaspopupshop.com/catalog/product/a/b/ABHC062310_6.JPG?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/b/ABHC062303_6.JPG?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/b/ABHC062308_6.JPG?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/b/ABHC062309_6.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/b/ABHC062307_10.JPG?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/b/ABHC062306_6.JPG?impolicy=listingimagedesktop
https://www.perniaspopupshop.com/designers/archana-rao-for-ekaya,Archana Rao for Ekaya,,,,,,,,,,,,,,,,,,,,,,,,
https://www.perniaspopupshop.com/designers/akuri-by-puri,Akuri by Puri,,,,,,,,,,,,,,,,,,,,,,,,
https://www.perniaspopupshop.com/designers/anuj-sharma,Anuj Sharma,,,,,,,,,,,,,,,,,,,https://img.perniaspopupshop.com/catalog/product/a/j/ajsc15111711-b.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/j/ajsc15111706-b.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/j/ajsc15111705_b.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/j/ajsc15111704-b.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/j/ajsc15111702-b.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/j/ajsc15111708-b.jpg?impolicy=listingimagedesktop
https://www.perniaspopupshop.com/designers/anubha-jain,Anubha Jain,,,,,,,,,,,,,,,,,,,,,,,,
https://www.perniaspopupshop.com/designers/agunj-by-gunjan-arora,Agunj by Gunjan Arora,,,,,,,,,,,,,,,,,,,https://img.perniaspopupshop.com/catalog/product/a/g/AGJC082214_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/g/AGJC082206_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/g/AGJC082213_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/g/AGJC082202_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/g/AGJC082212_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/g/AGJC082201_1.jpg?impolicy=listingimagedesktop
https://www.perniaspopupshop.com/designers/amrita-km,Amrita KM,12000-12000,Women,https://www.facebook.com/amritakmofficial/,https://www.instagram.com/amrita.km/,,,,,,,,,,,,,,,https://img.perniaspopupshop.com/catalog/product/a/k/AKMC082109_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/k/AKMC082165_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/k/AKMC082164_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/k/AKMC082163_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/k/AKMC082162_1.jpg?impolicy=listingimagedesktop,https://img.perniaspopupshop.com/catalog/product/a/k/AKMC082160_1.jpg?impolicy=listingimagedesktop
