"Link","Partner Name","Products","Supported Languages","Countries","Specialization","Address","Phone Number","Email","Website"
"https://cloud.google.com/find-a-partner/partner/gradient-m-it-consulting-services-pvt-ltd","Gradient M IT Consulting & Services Pvt Ltd","Google Cloud Platform","English","United Arab Emirates, Australia, Canada, France, United Kingdom, India, and United States","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/prime-tsr","Prime TSR","Google Cloud Platform","English, Russian, and Ukrainian","United States","NA","https://maps.google.com/?q=1%20N%20Dearborn%20St.%20Floor%207%20Chicago%20Illinois%2060602%20US","tel:(708) 692-2277","mailto:rkopeikin@primetsr.com","https://primetsr.com/"
"https://cloud.google.com/find-a-partner/partner/free-range-geeks","Free Range Geeks","Google Workspace","English","United States","NA","https://maps.google.com/?q=1325%20Broadway%20Unit%20225%20Boulder%2080302%20US","tel:+1 3034386972","mailto:info@freerangegeeks.com","https://freerangegeeks.com/"
"https://cloud.google.com/find-a-partner/partner/hybrik-inc","Hybrik, Inc.","Google Cloud Platform","NA","NA","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/datapartners","Datapartners","Google Cloud Platform","English, French, German, Italian, and Spanish","Austria, Switzerland, Germany, Spain, France, United Kingdom, and Italy","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/datastreamer","Datastreamer","Google Cloud Platform","English","world","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/ide3-it","IDE3 IT","Google Workspace","English","Croatia","NA","https://maps.google.com/?q=Ivana%20Perkovca%202%20Zagreb%2010000%20HR","tel:+385 17787333","mailto:info@ide3.hr","https://www.ide3.hr/"
"https://cloud.google.com/find-a-partner/partner/geoverse-llc-13920-se-eastgate-way-suite-115-bellevue-wa-98005-united-states-1-425-655-7028-hello-geoverse-io","Geoverse, LLC 13920 SE Eastgate Way, Suite 115, Bellevue, WA 98005, United States +1 425 655-7028 hello@geoverse.io","Google Cloud Platform","English","United States","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/humanitec","Humanitec","Google Cloud Platform","English","world","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/ukg","UKG","Google Cloud Platform","Bulgarian, Czech, Danish, Dutch, English, Finnish, French, German, Greek, Hungarian, Italian, Japanese, Norwegian, Polish, Portuguese, Spanish, Swedish, Turkish, Chinese (China), and Chinese (Taiwan)","Australia, Belgium, Canada, Germany, Spain, France, United Kingdom, India, Mexico, Netherlands, Singapore, and United States","NA","https://maps.google.com/?q=300%20Chelmsford%20Street%20Lowell%20Massachusetts%2001851%20US","tel:+1 9789556719","mailto:erin.kish@ukg.com","https://ukg.com/"
"https://cloud.google.com/find-a-partner/partner/facecake-marketing-technologies-inc","FaceCake Marketing Technologies, Inc.","Google Cloud Platform","English","world","NA","https://maps.google.com/?q=22287%20Mulholland%20Highway%20Suite%2097%20Calabasas%20California%2091302%20US","tel:8184443265","mailto:lutterback@facecake.com","NA"
"https://cloud.google.com/find-a-partner/partner/descope","JumboSync","Google Cloud Platform","English","United Kingdom and United States","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/prefect-technologies-inc","Prefect Technologies, Inc.","Google Cloud Platform","English","Australia, Belgium, Canada, Germany, France, United Kingdom, United States, and world","NA","https://maps.google.com/?q=1200%2018th%20St%20NW%20Washington%20District%20of%20Columbia%2020036-2506%20US","tel:(202) 908-1416","mailto:sales@prefect.io","https://www.prefect.io/"
"https://cloud.google.com/find-a-partner/partner/townsend-security","Townsend Security","Google Cloud Platform","English","Australia, Belgium, Canada, Switzerland, Germany, Denmark, Spain, Finland, France, United Kingdom, Ireland, India, Italy, Mexico, Netherlands, Norway, Sweden, and United States","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/altium-education","Altium Education","Google Workspace","English","United States","NA","https://maps.google.com/?q=Altium,%20Inc.%204225%20Executive%20Square%20Suite%20700%20La%20Jolla%20California%2092037%20US","tel:8588641532","mailto:karen.schultz@altium.com","https://education.upverter.com/"
"https://cloud.google.com/find-a-partner/partner/zippedi","Zippedi","Google Cloud Platform","Czech, Danish, Dutch, English, Finnish, French, German, Greek, Hebrew, Italian, Japanese, Korean, Latvian, Lithuanian, Norwegian, Polish, Portuguese, Romanian, Slovak, Slovenian, Spanish, Swedish, Turkish, and Chinese (China)","Argentina, Australia, Belgium, Brazil, Canada, Switzerland, Chile, China, Colombia, Czechia, Germany, Denmark, Ecuador, Spain, Finland, France, United Kingdom, Greece, Hong Kong, Hungary, Ireland, Israel, Iceland, Italy, Japan, Liechtenstein, Lithuania, Luxembourg, Latvia, Monaco, Macao, Netherlands, Norway, New Zealand, Peru, Poland, Puerto Rico, Portugal, Romania, Sweden, Singapore, Slovenia, Slovakia, Thailand, Türkiye, Taiwan, United States, and Uruguay","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/shelfgram","Shelfgram","Google Cloud Platform","English","Australia, Canada, Colombia, Ecuador, United Kingdom, Mexico, United States, and South Africa","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/koulia","Koulia","Google Workspace for Education","English, Finnish, and Swedish","Finland","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/sphere-consulting-inc","Sphere Consulting, Inc.","Google Cloud Platform","English, Russian, and Ukrainian","Austria, Belgium, Belarus, Canada, Switzerland, Cyprus, Denmark, Spain, Finland, France, United Kingdom, Georgia, Greece, Hungary, Israel, Italy, Luxembourg, Latvia, Netherlands, Norway, Poland, Romania, Serbia, Russia, Sweden, Singapore, Slovenia, Slovakia, Ukraine, and United States","NA","https://maps.google.com/?q=220%20North%20Green%20Street%20Chicago%20Illinois%2060607%20US","tel:847.863.5177","mailto:lginsburg@sphereinc.com","https://www.sphereinc.com/"
"https://cloud.google.com/find-a-partner/partner/ethosiq","ethosIQ","Google Cloud Platform","Arabic, English, French, and Thai","Australia, United Kingdom, Qatar, Thailand, and United States","NA","https://maps.google.com/?q=17121%20West%20Rd.%20Houston%20Texas%2077095%20US","tel:2816165711","mailto:info@ethosiq.com","https://www.ethosiq.com/"
"https://cloud.google.com/find-a-partner/partner/kinetica","Kinetica","Google Cloud Platform","English, German, Indonesian, Japanese, and Korean","Austria, Australia, Belgium, Canada, Switzerland, Germany, Estonia, Finland, France, United Kingdom, Greece, Croatia, Hungary, Indonesia, Ireland, Italy, Japan, South Korea, Lithuania, Latvia, Montenegro, Mexico, Malaysia, Netherlands, Norway, Philippines, Poland, Portugal, Romania, Serbia, Sweden, Singapore, Slovakia, Thailand, Türkiye, Ukraine, and United States","NA","https://maps.google.com/?q=101%20California%20Street,%20Suite%204560%20San%20Francisco%20California%2094111%20US","tel:+1 4156043444","mailto:info@kinetica.com","https://www.kinetica.com/"
"https://cloud.google.com/find-a-partner/partner/peerislands-us-inc","PeerIslands US Inc","Google Cloud Platform","English","United States","NA","https://maps.google.com/?q=12110%20Sunset%20Hills%20Rd,%20Suite%20600%20Reston%2020190%20US","tel:+1 (571) 498-2484","mailto:inquiry@peerislands.io","https://www.peerislands.io/"
"https://cloud.google.com/find-a-partner/partner/kinaxis","Kinaxis","Google Cloud Platform","English","NA","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/boostkpi-inc","BoostKPI, Inc","Google Cloud Platform","English","United States and world","NA","https://maps.google.com/?q=Pearl%20Street%20Alameda%20California%2094501%20US","tel:4158940550","mailto:contact@boostkpi.com","https://www.boostkpi.com/"
"https://cloud.google.com/find-a-partner/partner/delphix","Delphix","Google Cloud Platform","English","world","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/xignite-inc","Xignite, Inc.","Google Cloud Platform","NA","NA","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/qualicom-innovations","Qualicom Innovations","Google Cloud Platform","Cantonese, English, and Chinese (China)","Canada","NA","https://maps.google.com/?q=3389%20Steeles%20Ave%20E%20#401%20North%20York%20Ontario%20M2H%203S8%20CA","tel:1-800-830-3922","mailto:contactus@qualicom.com","https://www.qualicom.com/"
"https://cloud.google.com/find-a-partner/partner/firefly-computers-llc","Trafera, LLC","Chrome","NA","NA","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/rapidminer","RapidMiner","Google Cloud Platform","English","NA","NA","https://maps.google.com/?q=One%20Boston%20Place,%20Suite%202600%20Boston%20Massachusetts%2002108%20US","tel:+1 (617) 401-7708","mailto:helpdesk@rapidminer.com","http://www.rapidminer.com/"
"https://cloud.google.com/find-a-partner/partner/ciq","CIQ","Google Cloud Platform","English, French, German, Japanese, Korean, and Spanish","world","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/pragma-s-a","Pragma S.A.","Google Cloud Platform","English and Spanish","Colombia, Dominican Republic, Ecuador, Guatemala, Panama, and Peru","NA","https://maps.google.com/?q=Carrera%2050%20C%20#10%20Sur%2080,%20Carrera%2050C%20#%2010%20Sur%2080%20Medellin%20050022%20CO","tel:+57 46052523","mailto:info@pragma.com.co","https://www.pragma.com.co/"
"https://cloud.google.com/find-a-partner/partner/htbase","HTBase","Google Cloud Platform","NA","NA","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/falcorp","Falcorp","Google Cloud Platform","NA","South Africa","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/lightstorm","LIGHTSTORM","Google Cloud Platform","English","Indonesia and India","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/scdata-business-analytics","SCDATA - Business Analytics","Google Cloud Platform","Portuguese","Brazil","NA","https://maps.google.com/?q=Rua%20Padre%20Teixeira,%201667,%20sala%20152%20Sao%20Carlos%20Sao%20paulo%2013560210%20BR","tel:(16) 3509-9570","mailto:contato@scdata.com.br","https://www.scdata.com.br/"
"https://cloud.google.com/find-a-partner/partner/puntocom-srl","PuntoCom SRL.","NA","English and Spanish","Bolivia and Paraguay","NA","https://maps.google.com/?q=Av.%20Beni,%20Calle%20los%20Ambaibos%202200%20Santa%20Cruz%20000%20BO","tel:+591 70074000","mailto:julio@srlpunto.com","https://www.srlpunto.com/"
"https://cloud.google.com/find-a-partner/partner/anunta-tech-inc","Anunta Tech Inc.","Google Cloud Platform","English and Japanese","world","NA","https://maps.google.com/?q=9711%20Washingtonian%20Blvd%20Suite%20#550%20Gaithersburg%20Maryland%2020878%20US","tel:+1 512 938 9616","mailto:man@anuntatech.com","https://www.anuntatech.com/"
"https://cloud.google.com/find-a-partner/partner/pikr","PikR","Google Cloud Platform","English","world","NA","https://maps.google.com/?q=1003%20Harbour%20Bridge%202%20Dock%20Road%20Cape%20Town%20Western%20Cape%208001%20ZA","tel:+27","mailto:info@pikr.tech","https://pikr.tech/"
"https://cloud.google.com/find-a-partner/partner/wanclouds-inc","Wanclouds Inc","Google Cloud Platform","English","United States and world","NA","https://maps.google.com/?q=2811%20Mission%20College%20Blvd,%207th%20Floor%20Santa%20Clara,%20CA%2095054,%20USA%20Santa%20Clara%20California%2095054%20US","tel:650-800-8720","mailto:info@wanclouds.net","https://wanclouds.net/"
"https://cloud.google.com/find-a-partner/partner/global-transit","Global Transit","Google Cloud Platform","NA","NA","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/guy-jammes","Guy Jammes","Google Cloud Platform","English and French","Canada","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/elan42","ELAN42","Google Workspace","English and Italian","Italy","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/compression-al","Compression.al","Google Cloud Platform","NA","NA","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/sillaps-factory","SILLAPS FACTORY","NA","NA","NA","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/lyon-managed-services","Lyon Managed Services","Google Workspace","English","United Kingdom","NA","https://maps.google.com/?q=76%20Ironmonger%20Row%20London%20London,%20City%20of%20EC1V%203QR%20GB","tel:+44(0)2071128504","mailto:hello@lyon.tech","NA"
"https://cloud.google.com/find-a-partner/partner/asesorias-celtasoftware-ltda","Asesorias Celtasoftware","Google Workspace","Spanish","Chile","NA","https://maps.google.com/?q=Huerfanos%201160%20Of.%201208,%20Santiago%20centro%20Santiago%20.%20CL","tel:+56 225774260","mailto:contacto@celtasoftware.cl","https://www.celtasoftware.cl/"
"https://cloud.google.com/find-a-partner/partner/snowplow-analytics","Snowplow Analytics","Google Cloud Platform","English","world","NA","https://maps.google.com/?q=The%20Roma%20Building,%2032-38%20Scrutton%20Street%20London%20London,%20City%20of%20EC2A%204RQ%20GB","tel:+16462230413","mailto:franciska@snowplowanalytics.com","https://www.snowplowanalytics.com/"
"https://cloud.google.com/find-a-partner/partner/dld-technologies-deledao","DLD Technologies (Deledao)","Google Workspace","English, French, German, Hebrew, Spanish, and Swedish","United States","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/namesilo","NameSilo, LLC","Google Workspace","NA","NA","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/chain4travel","Chain4Travel","Google Cloud Platform","Arabic, English, French, Georgian, German, Greek, Portuguese, and Spanish","world","NA","https://maps.google.com/?q=Dammstrasse%2019%20Zug%20Kanton%20zug%206300%20CH","tel:+41 41 244 00 85","mailto:hello@chain4travel.com","https://www.chain4travel.com/"
"https://cloud.google.com/find-a-partner/partner/aifi-inc","AiFi Inc.","Google Cloud Platform","NA","NA","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/firebrand","Firebrand","Google Workspace","English","New Zealand","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/devlounge","DevLounge","Google Workspace","English and Italian","Germany, France, United Kingdom, and Italy","NA","https://maps.google.com/?q=Strada%20San%20Giorgio%20Martire,%202D%20Bari%2070124%20IT","tel:+39 809410046","mailto:info@devlounge.it","https://www.devlounge.it/"
"https://cloud.google.com/find-a-partner/partner/comeen-workspace-managemet","Comeen","Google Workspace","English, French, German, Polish, Portuguese, and Spanish","world","NA","https://maps.google.com/?q=48%20rue%20Thiac%20Soci%C3%A9t%C3%A9%20Comeen%20Bordeaux%20Nouvelle-Aquitaine%2033000%20FR","tel:+33 (0) 564 101 460","mailto:welcome@comeen.com","https://comeen.com/"
"https://cloud.google.com/find-a-partner/partner/osmond-marketing","Osmond Marketing","Google Workspace","English, German, and Spanish","United States","NA","https://maps.google.com/?q=15%20Via%20Picato%20San%20Clemente%20California%2092673%20US","tel:+1 9498130182","mailto:amy@osmondmarketing.com","https://reseller.osmondmarketing.com/"
"https://cloud.google.com/find-a-partner/partner/platformer","Platformer","Google Cloud Platform","English, Hindi, and Sinhala","Australia, Indonesia, India, Sri Lanka, New Zealand, and Singapore","NA","https://maps.google.com/?q=696%20Bourke%20St%20Melbourne%20Victoria%203000%20AU","tel:+61 430145751","mailto:services@platformer.com","https://www.platformer.com/"
"https://cloud.google.com/find-a-partner/partner/set-sail-a-i","Set Sail A.I.","Google Cloud Platform","Cantonese, English, Chinese (China), and Chinese (Taiwan)","world","NA","https://maps.google.com/?q=Rm%201705,%2017/F,%20Tins%20Enterprises%20Centre,%20777%20Lai%20Chi%20Kok%20Road%20Hong%20Kong%20NA%20HK","tel:+85266880053","mailto:we-are@setsailventure.com","http://chatbot.com.hk/"
"https://cloud.google.com/find-a-partner/partner/unvired-inc","Unvired Inc.","Google Cloud Platform","English","Canada, United States, and world","NA","https://maps.google.com/?q=Unvired%20Inc.%20The%20Ion%204201%20Main%20Street%20Houston%20Texas%2077002%20US","tel:+1 7135602760","mailto:sales@unvired.com","https://unvired.com/"
"https://cloud.google.com/find-a-partner/partner/minds-digital","Minds Digital","Google Cloud Platform","English and Portuguese","Brazil and United States","NA","https://maps.google.com/?q=Avenida%20Paulista%202421%20-%20Bela%20Vista%20S%C3%A3o%20Paulo%20Sao%20paulo%2001311-300%20BR","tel:11972554831","mailto:business@mindsdigital.net","https://minds.digital/"
"https://cloud.google.com/find-a-partner/partner/2r-datatel","2R Datatel","Google Cloud Platform","English, Portuguese, and Spanish","Brazil","NA","https://maps.google.com/?q=Av.%20Rio%20Branco%20131/1903%20-%20Centro%20-%20Rio%20de%20Janeiro%20-%20RJ%20Rua%20Tabapu%C3%A3,%20627%20-%20Cj%2062%20-%20Itaim%20Bibi%20-%20S%C3%A3o%20Paulo%20-%20SP%20-%20CEP:%2004533-012%20Rio%20de%20Janeiro%2020040-010%20BR","tel:+5521988837978","mailto:renato@2rdatatel.com.br","https://www.2r.com.br/"
"https://cloud.google.com/find-a-partner/partner/filemage","FileMage","Google Cloud Platform","English","NA","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/tedial-media-services","Tedial Media Services","Google Cloud Platform","NA","NA","NA","https://maps.google.com/?q=Calle%20Severo%20Ochoa,%2033%20Malaga%20M%C3%A1laga%2029590%20ES","tel:951012600","mailto:contact@tedial.com","https://www.tedial.com/"
"https://cloud.google.com/find-a-partner/partner/revbits","RevBits","Google Cloud Platform","English","United States","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/codenotary-inc","Codenotary Inc","Google Cloud Platform","English","Switzerland, Germany, United Kingdom, and United States","NA","https://maps.google.com/?q=6750%20W%20Loop%20South%20Suite%20845%20Bellaire%2077401%20US","tel:+1 346812394","mailto:info@codenotary.com","https://www.codenotary.com/"
"https://cloud.google.com/find-a-partner/partner/adalong","Adalong","Google Cloud Platform","English and French","Austria, Australia, Belgium, Brazil, Canada, Switzerland, Chile, Germany, Denmark, Spain, Finland, France, United Kingdom, Guadeloupe, Greece, Hungary, Ireland, Iceland, Italy, Japan, Luxembourg, Mauritius, Netherlands, Norway, New Zealand, Portugal, Romania, Sweden, Türkiye, Taiwan, United States, and world","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/cogability","CogAbility","Google Cloud Platform","English","United States","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/mailersend","MailerSend","Google Cloud Platform","English","world","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/msg91","MSG91","Google Cloud Platform","English","United Arab Emirates, Canada, Central African Republic, Congo - Brazzaville, China, Colombia, Costa Rica, Germany, Dominican Republic, Egypt, Spain, United Kingdom, Hong Kong, Indonesia, Israel, India, Iraq, IR, Italy, Jamaica, Japan, Kenya, South Korea, Kuwait, Lebanon, Sri Lanka, Monaco, Mexico, Malaysia, Nigeria, Netherlands, Nepal, New Zealand, Philippines, Poland, Puerto Rico, Portugal, Qatar, Russia, Saudi Arabia, Singapore, El Salvador, Türkiye, United States, and South Africa","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/wp-engine","WP engine","Google Cloud Platform","English","world","NA","https://maps.google.com/?q=504%20Lavaca%20St,%20Suite%201000%20Austin%20Texas%2078701%20US","tel:+1 5128273500","mailto:partnerships@wpengine.com","https://www.wpengine.com/"
"https://cloud.google.com/find-a-partner/partner/r3-llc","R3","Google Cloud Platform","English","United States","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/fathom","Fathom","Google Cloud Platform","English","United States","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/360-psg-inc-fka-360-professional-services-group-llc","360 PSG","Google Workspace","English","United States","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/matillion","Matillion","Google Cloud Platform","English","United Kingdom and United States","NA","https://maps.google.com/?q=Station%20House%20,%20Stamford%20New%20Road%20Altrincham%20WA14%201EP%20GB","tel:+44 1619388038","mailto:info@matillion.com","https://matillion.com/"
"https://cloud.google.com/find-a-partner/partner/zione-solutions-llc","Zione Solutions, LLC","Google Cloud Platform","English","United States","NA","https://maps.google.com/?q=37000%20Grand%20River%20Avenue,%20Ste%20355%20Farmington%20Michigan%2048335%20US","tel:248-442-7404","mailto:contact@zionesolutions.com","https://www.zionesolutions.com/"
"https://cloud.google.com/find-a-partner/partner/rootly","Rootly","Google Cloud Platform","English","NA","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/digital-asset","Digital Asset","Google Cloud Platform","English","world","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/mindbreeze-corporation","Mindbreeze Corporation","Google Cloud Platform","Bulgarian, Croatian, Czech, Dutch, English, French, German, Hungarian, Indonesian, Italian, Japanese, Norwegian, Portuguese, Romanian, Russian, Serbian, Slovak, Slovenian, Spanish, and Turkish","NA","NA","https://maps.google.com/?q=Mindbreeze%20GmbH%20Honauerstra%C3%9Fe%202%20Linz%20Upper%20Austria%204020%20AT","tel:+43732606162620","mailto:office@mindbreeze.com","NA"
"https://cloud.google.com/find-a-partner/partner/atsign","Atsign","Google Cloud Platform","English","United Kingdom and United States","NA","https://maps.google.com/?q=1900%20Camden%20Avenue%20Suite%20101%20San%20Jose%20California%2095124%20US","tel:5074016239","mailto:anthony@atsign.com","https://atsign.com/"
"https://cloud.google.com/find-a-partner/partner/sdvi-corporation","SDVI Corporation","Google Cloud Platform","NA","NA","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/jelastic-inc","JELASTIC, Inc","Google Cloud Platform","Arabic, English, French, German, Japanese, Portuguese, and Ukrainian","United Arab Emirates, Switzerland, Spain, United Kingdom, Greece, Israel, Italy, Japan, South Korea, Luxembourg, Morocco, Monaco, Norway, Portugal, Qatar, Saudi Arabia, Sweden, Singapore, Türkiye, Ukraine, United States, South Africa, and world","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/ab-initio-software-llc","Ab Initio Software LLC","Google Cloud Platform","English","United States","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/conviva","Conviva","Google Cloud Platform","English","United Arab Emirates, Australia, Belgium, Brazil, Canada, Switzerland, Germany, Denmark, Spain, France, United Kingdom, Ireland, Israel, Italy, Japan, Mexico, Netherlands, Norway, New Zealand, Poland, Portugal, Saudi Arabia, Sweden, Singapore, and United States","NA","https://maps.google.com/?q=989%20East%20Hillsdale%20Blvd%20Suite%20400%20Foster%20City%20California%2094404%20US","tel:+1-650-401-8282","mailto:sales@conviva.com","https://www.conviva.com/"
"https://cloud.google.com/find-a-partner/partner/marsped-srl","Dottor Marc s.r.l.","Google Workspace","NA","NA","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/business-mojo","Business Mojo","Google Workspace","English","Australia, India, and New Zealand","NA","https://maps.google.com/?q=Berowra%20Waters%20Rd%20Berowra%20(Sydney)%20New%20South%20Wales%202081%20AU","tel:+61 2 8402 2015","mailto:info@businessmojo.com.au","https://www.businessmojo.com.au/"
"https://cloud.google.com/find-a-partner/partner/digiryte","Digiryte","Google Cloud Platform","NA","NA","NA","NA","NA","NA","NA"
