"Link","Partner Name","Products","Supported Languages","Countries","Specialization","Address","Phone Number","Email","Website"
"https://cloud.google.com/find-a-partner/partner/custodian-b-v","Custodian B.V.","Google Cloud Platform","Dutch and English","Netherlands","NA","https://maps.google.com/?q=Grenadierspoort%2028%20Nieuw-Vennep%20Noord-Holland%202152%20EE%20NL","tel:+31-631690500","mailto:info@custodian.nl","https://www.custodian.nl/"
"https://cloud.google.com/find-a-partner/partner/ico-chain-llc","ICO CHAIN LLC","Google Cloud Platform","NA","NA","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BEedlog","株式会社EdLog","Google Workspace","Japanese","Japan","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/digicade","Digicade","Google Maps Platform","NA","Brazil","NA","https://maps.google.com/?q=Rua%20Tom%C3%A9%20de%20Souza,%20845,%203%C2%BA%20andar%20-%20Funcion%C3%A1rios%20Belo%20Horizonte%2030140-136%20BR","tel:+55 3132631135","mailto:joao.tavares@digicade.com.br","https://digicade.com.br/"
"https://cloud.google.com/find-a-partner/partner/auldhouse-computer-training","Lumify Work NZ","Google Cloud Training","English","New Zealand","NA","https://maps.google.com/?q=338%20Ponsonby%20Rd%20Ponsonby%201011%20NZ","tel:+64 93610970","mailto:leighr@auldhouse.co.nz","https://www.auldhouse.co.nz/"
"https://cloud.google.com/find-a-partner/partner/jova-hk-limited","JOVA HK Limited","Google Cloud Platform","Cantonese, English, and Chinese (China)","China, Hong Kong, and Taiwan","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/preemptive","Preemptive Technofield","Google Workspace for Education and Google Workspace","English","India","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/suretec-it","SureTec IT","Google Workspace","English","Canada and United States","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/classtag","ClassTag","Google Workspace","Afrikaans, Albanian, Amharic, Arabic, Armenian, Azerbaijani, Basque, Belarusian, Bangla, Bosnian, Bulgarian, Burmese, Cantonese, Catalan, Croatian, Czech, Danish, Dutch, English, Estonian, Filipino, Finnish, French, Galician, Georgian, German, Greek, Gujarati, Hebrew, Hindi, Hungarian, Icelandic, Indonesian, Irish, Italian, Japanese, Kannada, Kazakh, Khmer, Korean, Kyrgyz, Latvian, Lao, Lithuanian, Macedonian, Malay, Malayalam, Marathi, Mongolian, Nepali, Norwegian, Persian, Polish, Portuguese, Punjabi, Romanian, Russian, Serbian, Sinhala, Slovak, Slovenian, Spanish, Swahili, Swedish, Tamil, Telugu, Thai, Turkish, Ukrainian, Urdu, Uzbek, Vietnamese, Welsh, Zulu, Chinese (China), and Chinese (Taiwan)","United States","NA","https://maps.google.com/?q=235%20West%2048th%20Street,%20Suite%2043C%20New%20York,%20New%20York%2010036%20United%20States%20New%20York%2010036%20US","tel:267-909-2239","mailto:support@classtag.com","https://classtag.com/"
"https://cloud.google.com/find-a-partner/partner/oasis-digital","Oasis Digital","Google Cloud Platform","English","United States","NA","https://maps.google.com/?q=13075%20Manchester%20Road%20Suite%20280%20Saint%20Louis%20Missouri%2063131%20US","tel:(636) 281-8657","mailto:team@oasisdigital.com","https://oasisdigital.com/"
"https://cloud.google.com/find-a-partner/partner/soluciones-cloud-com","SOLUCIONES CLOUD DEL PERU S.A.C.","Google Workspace","English and Spanish","Peru","NA","https://maps.google.com/?q=Ca%20Giuseppe%20Piazzi%20Mz%20F%20Lt%2037%20Santiago%20de%20Surco%20LIMA%2015056%20PE","tel:+51966655029","mailto:contacto@soluciones-cloud.com","https://www.soluciones-cloud.com/"
"https://cloud.google.com/find-a-partner/partner/euronet-worldwide","Euronet Worldwide","Google Cloud Platform","English","United States","NA","https://maps.google.com/?q=11400%20Tomahawk%20Creek%20Parkway%20Suite%20300%20Leawood%20Kansas%2066211%20US","tel:913-327-4200","mailto:euronetwebmaster@euronetworldwide.com","https://www.euronetworldwide.com/"
"https://cloud.google.com/find-a-partner/partner/singular-live-pte-ltd","Singular.Live Pte Ltd.","Google Cloud Platform","NA","NA","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/zorroa-corp","Zorroa Corp","Google Cloud Platform","NA","NA","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/idealine-solutions-s-r-o","Idealine Solutions s.r.o.","NA","NA","NA","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/satorisys-pte-ltd","SATORISYS PTE. LTD.","Google Cloud Platform","English","Singapore","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/aicas-gmbh","aicas GmbH","Google Cloud Platform","English","world","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/dynatrace","Dynatrace","Google Cloud Platform","NA","world","NA","https://maps.google.com/?q=1601%20Trapelo%20Road,%20Suite%20116%20Waltham%20Massachusetts%2002451%20US","tel:+1 7815301000","mailto:apmsales@dynatrace.com","https://dynatrace.com/"
"https://cloud.google.com/find-a-partner/partner/figma-inc","Figma","Google Workspace","English","world","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/devo","Devo","Google Cloud Platform","English and Spanish","Spain and United States","NA","https://maps.google.com/?q=150%20Cambridgepark%20Drive%20Suite%20702%20Cambridge%20Massachusetts%2002140%20US","tel:+1 866-221-2254","mailto:tony.le@devo.com","https://devo.com/"
"https://cloud.google.com/find-a-partner/partner/itokii","Itokii","Google Cloud Platform","English, Portuguese, and Spanish","Argentina, Bolivia, Brazil, Bahamas, Chile, Colombia, Costa Rica, Dominica, Dominican Republic, Guatemala, Honduras, Jamaica, Mexico, Nicaragua, Panama, Peru, Puerto Rico, Paraguay, El Salvador, United States, Uruguay, Venezuela, and world","NA","https://maps.google.com/?q=Billinghurst%201050,%20CABA%20Buenos%20Aires%201174%20AR","tel:+541154825285","mailto:hola@itokii.com","NA"
"https://cloud.google.com/find-a-partner/partner/third-foundation","Third Foundation","Google Cloud Platform","English","world","NA","https://maps.google.com/?q=The%20Leeming%20Building%20Vicar%20Lane%20Leeds%20LS2%207JF%20GB","tel:+44%E2%80%AA (0)20 3920 6333%E2%80%AC","mailto:googlepartner@third.foundation","https://third.foundation/"
"https://cloud.google.com/find-a-partner/partner/sentia","Sentia","Google Cloud Platform","Danish and English","Denmark","NA","https://maps.google.com/?q=Sentia%20Denmark%20A/S%20Herlev%20Region%20hovedstaden%202730%20DK","tel:33366300","mailto:sales@sentia.dk","https://sentia.com/dk/"
"https://cloud.google.com/find-a-partner/partner/q-perior","Q_PERIOR","Google Cloud Platform","English and German","Austria, Switzerland, and Germany","NA","https://maps.google.com/?q=Leopoldstra%C3%9Fe%2028A%20Munich%20Bayern%2080802%20DE","tel:+49 89 455990","mailto:info@q-perior.com","https://www.q-perior.com/"
"https://cloud.google.com/find-a-partner/partner/leadspace-inc","Leadspace, Inc.","Google Cloud Platform","English","Canada, Germany, United Kingdom, Israel, and United States","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/managedmethods","ManagedMethods","Google Cloud Platform and Google Workspace","English","Canada, United Kingdom, and United States","NA","https://maps.google.com/?q=719%20Walnut%20St.%20Boulder%20Colorado%2080302%20US","tel:303.415.3640","mailto:sales@managedmethods.com","https://managedmethods.com/"
"https://cloud.google.com/find-a-partner/partner/visual-cortex","Visual Cortex","Google Cloud Platform","English","Australia and New Zealand","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/ing-gregor-jarisch","Ing. Gregor Jarisch","Google Cloud Platform","NA","NA","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/digital-realty","Digital Realty","Google Cloud Platform","NA","United States","NA","https://maps.google.com/?q=5707%20Southwest%20Parkway%20Building%201,%20Suite%20275%20Austin%20Texas%2078735%20US","tel:7372810101","mailto:sales@digitalrealty.com","https://www.digitalrealty.com/"
"https://cloud.google.com/find-a-partner/partner/dfassistants-com","dfassistants.com","Google Workspace","English","Canada and United States","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/redlock-inc","RedLock Inc","Google Cloud Platform","English","India and United States","NA","https://maps.google.com/?q=101%20Jefferson%20Drive,%20Suite%20225%20Meno%20Park%20California%2094025%20US","tel:+1 6506659480","mailto:info@redlock.io","https://redlock.io/"
"https://cloud.google.com/find-a-partner/partner/plaid-inc","PLAID,inc.","Google Cloud Platform","English and Japanese","Japan","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/lacework","Lacework","Google Cloud Platform","English","Canada and United States","NA","https://maps.google.com/?q=6201%20America%20Center%20Drive,%20Suite%20200%20San%20Jose%20California%2095002%20US","tel:888-292-5027","mailto:info@lacework.net","https://www.lacework.com/"
"https://cloud.google.com/find-a-partner/partner/anecdotes","anecdotes","Google Cloud Platform","English","United Arab Emirates, Australia, Spain, France, United Kingdom, Israel, Netherlands, Portugal, Singapore, Ukraine, U.S. Outlying Islands, United States, and South Africa","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/security-onion-solutions-llc","Security Onion Solutions, LLC","Google Cloud Platform","English","United Arab Emirates, Austria, Australia, Aruba, Belgium, Bulgaria, Bermuda, Brazil, Bahamas, Belize, Canada, Switzerland, Cook Islands, Chile, China, Costa Rica, Christmas Island, Czechia, Germany, Denmark, Estonia, Egypt, Spain, Finland, Falkland Islands (Islas Malvinas), France, United Kingdom, Greece, Hong Kong, Croatia, Indonesia, Ireland, Israel, India, Iceland, Italy, Japan, St. Kitts & Nevis, South Korea, Cayman Islands, St. Lucia, Liechtenstein, Luxembourg, Monaco, St. Martin, Mexico, Malaysia, Netherlands, Norway, New Zealand, Philippines, Pakistan, Poland, Puerto Rico, Portugal, Qatar, Russia, Saudi Arabia, Sweden, Singapore, Taiwan, U.S. Outlying Islands, United States, British Virgin Islands, U.S. Virgin Islands, and South Africa","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/datascientest","DataScientest","Google Cloud Training","English, French, German, and Spanish","Austria, Belgium, Canada, Switzerland, Germany, Denmark, Spain, France, United Kingdom, Ireland, Italy, and Netherlands","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/sureline-systems","Sureline Systems","Google Cloud Platform","English","world","NA","https://maps.google.com/?q=2025%20Gateway%20Place,%20Suite%20#480%20San%20Jose%20California%2095110%20US","tel:+1 4083317940","mailto:info@surelinesystems.com","https://surelinesystems.com/"
"https://cloud.google.com/find-a-partner/partner/turbonomic","Turbonomic","Google Cloud Platform","English","world","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/brighter-me-inc","Brighter Me, Inc.","Google Cloud Platform","NA","NA","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/email-connect","Email Connect","Google Workspace","English","Australia","NA","https://maps.google.com/?q=66%20Henrietta%20St%20Waverley%20New%20South%20Wales%202024%20AU","tel:+61 413738445","mailto:support@emailconnect.com.au","https://sites.google.com/emailconnect.com.au/www/home"
"https://cloud.google.com/find-a-partner/partner/liquid-telecom-holdings-limited","Liquid Telecom Holdings Limited","Google Cloud Platform","NA","NA","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/webdox","Webdox","Google Cloud Platform","English and Spanish","Argentina, Brazil, Chile, Colombia, Mexico, Peru, and Paraguay","NA","https://maps.google.com/?q=La%20Concepcion%20266,%20Piso%205%20Providencia%20CL","tel:+56 223351889","mailto:contacto@webdox.cl","https://www.webdox.cl/"
"https://cloud.google.com/find-a-partner/partner/pengu-b-v","Pengu B.V.","Google Workspace","NA","NA","NA","https://maps.google.com/?q=Johan%20Huizingalaan%20763a,%201066%20VH%20Amsterdam%20Amsterdam%20Noord-Holland%201066%20VH%20NL","tel:+31615210089","mailto:pstevens@pengu.co","NA"
"https://cloud.google.com/find-a-partner/partner/aceo-tech","Aceo Tech","Google Workspace","English and French","France","NA","https://maps.google.com/?q=102%20rue%20du%20faubourg%20poissonni%C3%A8re%20Paris%20%C3%8Ele-de-france%2075010%20FR","tel:+33-665115327","mailto:alexandre.regourd@aceo-tech.com","https://www.aceo-tech.com/"
"https://cloud.google.com/find-a-partner/partner/bubble-design-marketing","Bubble Design & Marketing","Google Workspace","English","United Kingdom","NA","https://maps.google.com/?q=Amelia%20Court%20Swanton%20Close%20Retford%20DN22%207HJ%20GB","tel:01777702255","mailto:support@bubbledesign.co.uk","https://www.bubbledesign.co.uk/"
"https://cloud.google.com/find-a-partner/partner/tools-inform%C3%A1tica","Tools informática","Google Workspace","Portuguese","Brazil","NA","https://maps.google.com/?q=Rua%20Sao%20Francisco%20da%20California,%20310%20Porto%20Alegre%2090550080%20BR","tel:+55 5133741077","mailto:marcelo@toolsinformatica.com.br","https://www.toolsinformatica.com.br/"
"https://cloud.google.com/find-a-partner/partner/datometry","Datometry","Google Cloud Platform","English and German","world","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/spatialedge","Spatialedge","Google Cloud Platform","Afrikaans, English, and German","South Africa","NA","https://maps.google.com/?q=205%20De%20Jonker%20Centre,%208%20Morkel%20Rd,%20Mostertsdrift,%20Stellenbosch,%207600%20Stellenbosch%20Western%20Cape%207600%20ZA","tel:+27741435002","mailto:sales@spatialedge.co.za","https://www.spatialedge.co.za/"
"https://cloud.google.com/find-a-partner/partner/m-ize","m-ize","Google Cloud Platform","NA","NA","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/asteria-corporation","Asteria Corporation","Google Cloud Platform","NA","NA","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/pingcap","PingCAP","Google Cloud Platform","Cantonese, English, Japanese, Chinese (China), and Chinese (Taiwan)","Germany, United Kingdom, Japan, Singapore, and United States","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/ventagium-data-consulting-hq","Ventagium Data Consulting HQ","Google Cloud Platform","English and Spanish","Canada, Mexico, and United States","NA","https://maps.google.com/?q=Armando%20Birlain%202001,%20Corporativo%201,%20Piso%2015A,%20Oficina%20SJ7%20Quer%C3%A9taro%20M%C3%A9xico%2076090%20MX","tel:52 442 837 6602","mailto:contact@ventagium.com","https://www.ventagium.com/"
"https://cloud.google.com/find-a-partner/partner/interneto-vizija","Interneto vizija","Google Workspace","Lithuanian","Lithuania","NA","https://maps.google.com/?q=J.%20Kubiliaus%20str.%206%20Vilnius%2008234%20LT","tel:+37052324444","mailto:info@iv.lt","https://www.iv.lt/"
"https://cloud.google.com/find-a-partner/partner/bright-wolf","Bright Wolf","Google Cloud Platform","English","United States","NA","https://maps.google.com/?q=400%20W%20Main%20St%20#701%20Durham%20North%20Carolina%2027701%20US","tel:+1 9196369744","mailto:marc.phillips@brightwolf.com","https://brightwolf.com/"
"https://cloud.google.com/find-a-partner/partner/laxis","Laxis","Google Workspace","English","Australia, Canada, United Kingdom, and United States","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/easybots","Easybots","Google Cloud Platform","English and Spanish","Chile","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/devil-mice-labs","Devil Mice Labs","Google Cloud Platform","English","Canada, Switzerland, Germany, United Kingdom, and United States","NA","https://maps.google.com/?q=27%20Old%20Gloucester%20Street%20Crown%20House%20London%20London,%20City%20of%20WC1N%203AX%20GB","tel:+443301226116","mailto:connect@devilmicelabs.com","https://devilmicelabs.com/"
"https://cloud.google.com/find-a-partner/partner/vistex","Vistex","Google Cloud Platform","English","United States","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/opsani","Opsani","Google Cloud Platform","English","United States","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/nix-networks","Nix Networks","Google Workspace","English and Spanish","Mexico","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/apollo-technology","Apollo Technology","NA","NA","NA","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/instaclustr-limited","Instaclustr Limited","Google Cloud Platform","NA","Australia, Japan, Netherlands, and United States","NA","https://maps.google.com/?q=720%20University%20Avenue,%20Suite%20103%20Palo%20Alto%2094301%20US","tel:+1 4152002305","mailto:info@instaclustr.com","https://instaclustr.com/"
"https://cloud.google.com/find-a-partner/partner/waygum-inc","Waygum, Inc.","Google Cloud Platform","NA","NA","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/bestel-2","Bestel","NA","English and Spanish","Mexico","NA","https://maps.google.com/?q=Montecito%2038%20WTC,%20piso%2028,%20oficina%201,%20Col.%20N%C3%A1poles%20Del.%20Benito%20Ju%C3%A1rez%20Mexico%20Mexico%20City%2003810%20MX","tel:8001206000","mailto:ventasmexico@bestel.com.mx","NA"
"https://cloud.google.com/find-a-partner/partner/unbabel-inc","Unbabel Inc","Google Cloud Platform","NA","NA","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/switch-growth","Switch Growth","Google Cloud Platform","English","Canada, United Kingdom, and United States","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/aparavi","Aparavi","Google Cloud Platform","English and Spanish","world","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/splendo","Splendo","Google Cloud Platform","Dutch and English","Austria, Australia, Belgium, Switzerland, Germany, Spain, France, United Kingdom, Israel, Italy, Netherlands, Poland, Portugal, and United States","NA","https://maps.google.com/?q=Marineweg%205%20Wassenaar%202241TX%20AN","tel:+31705121890","mailto:info@splendo.com","https://www.splendo.com/"
"https://cloud.google.com/find-a-partner/partner/mti-solutions","MTI Solutions","Google Workspace","Portuguese","Brazil","NA","https://maps.google.com/?q=Rua%20Chicago,%20797%20Maring%C3%A1%20Paran%C3%A1%2087080-420%20BR","tel:+55 4430263340","mailto:mti@mti.net.br","https://mtisolutions.cloud/"
"https://cloud.google.com/find-a-partner/partner/bodaty","Bodaty","Google Cloud Platform","English","United States","NA","https://maps.google.com/?q=200%20E%205th%20Ave,%20Suite%20#121D%20Naperville%20Illinois%2060563%20US","tel:+1 6304535161","mailto:info@bodaty.com","https://www.bodaty.com/"
"https://cloud.google.com/find-a-partner/partner/incnex-s-r-l","INCNEX","Google Workspace","English and Italian","Austria, Belgium, Switzerland, Germany, Denmark, Spain, France, United Kingdom, Italy, Luxembourg, Netherlands, and Portugal","NA","https://maps.google.com/?q=Via%20Di%20Niso,%2013%20Naples%2080124%20IT","tel:+3908118097771","mailto:hello@incnex.com","https://incnex.com/"
"https://cloud.google.com/find-a-partner/partner/replit","Replit","Google Workspace","English","NA","NA","https://maps.google.com/?q=767%20Bryant%20St%20#210%20San%20Francisco%20California%2094107%20US","tel:(628) 200-2281","mailto:contact@replit.com","https://replit.com/"
"https://cloud.google.com/find-a-partner/partner/ko2-s-r-l","KO2 s.r.l.","Google Cloud Platform","Italian","Italy","NA","https://maps.google.com/?q=Via%20Marsala%2029/h%20Rome%2000185%20IT","tel:+39 06 56547887","mailto:amministrazione@ko2.it","https://www.ko2.it/"
"https://cloud.google.com/find-a-partner/partner/lifebit-biotech-limited","Lifebit Biotech Limited","Google Cloud Platform","English","world","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/sophos","Sophos","Google Cloud Platform and Google Workspace","NA","United States","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/pandio","Pandio","Google Cloud Platform","English","United States","NA","https://maps.google.com/?q=302%20Washington%20St%20#150-16517%20San%20Diego%20California%2092103%20US","tel:858-367-0844","mailto:info@pandio.com","https://www.pandio.com/"
"https://cloud.google.com/find-a-partner/partner/%E3%82%B8%E3%82%A7%E3%82%A4%E3%82%BA%E3%83%BB%E3%83%86%E3%82%AF%E3%83%8E%E3%83%AD%E3%82%B8%E3%83%BC%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE","ジェイズ・テクノロジー株式会社","Google Workspace","Japanese","Japan","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/lukapo-s-r-o","Lukapo s.r.o.","NA","Czech, English, and Ukrainian","Czechia and Slovakia","NA","https://maps.google.com/?q=Mladotick%C3%A1%20282/13%20Prague%20161%2000%20CZ","tel:+420734581781","mailto:mirek@lukapo.cz","https://www.lukapo.cz/"
"https://cloud.google.com/find-a-partner/partner/zingaya-inc","Voximplant","Google Cloud Platform","NA","NA","NA","https://maps.google.com/?q=2225%20East%20Bayshore%20Road%20Palo%20Alto%20California%2094303-3220%20US","tel:+44 203 695 6215","mailto:sales@voximplant.com","https://voximplant.com/"
"https://cloud.google.com/find-a-partner/partner/tinyclues","Tinyclues","Google Cloud Platform","English","world","NA","https://maps.google.com/?q=51%20rue%20Etienne%20Marcel%20Paris%20%C3%8Ele-de-france%2075001%20FR","tel:+33.175506726","mailto:contact@tinyclues.com","https://www.tinyclues.com/"
"https://cloud.google.com/find-a-partner/partner/hong-kong-e-commerce-business-association-limited-hkeba-org","HONG KONG E-COMMERCE BUSINESS ASSOCIATION LIMITED (HKEBA.ORG)","Google Cloud Training","Cantonese and English","Hong Kong","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/kinsta","Kinsta","Google Cloud Platform","Dutch, English, French, German, Italian, and Spanish","world","NA","https://maps.google.com/?q=8605%20Santa%20Monica%20Blvd%20#92581%20West%20Hollywood%20California%2090069%20US","tel:(323) 596-0018","mailto:contact@kinsta.com","https://kinsta.com/"
"https://cloud.google.com/find-a-partner/partner/pascal-studio","Pascal Studio","Google Cloud Platform","English and Vietnamese","United Kingdom, Singapore, United States, and Vietnam","NA","https://maps.google.com/?q=855%20Maude%20Avenue%20Mountain%20View%20California%2094043%20US","tel:6502852085","mailto:info@pascal.studio","https://www.pascal.studio/"
"https://cloud.google.com/find-a-partner/partner/dematic","Dematic","Google Cloud Platform","English","world","NA","https://maps.google.com/?q=Dematic%20Global%20Headquarters%20756%20W%20Peachtree%20St%20NW%20Atlanta%20Georgia%2030308%20US","tel:+1 (877) 725-7500","mailto:contact@dematic.com","https://www.dematic.com/"
"https://cloud.google.com/find-a-partner/partner/cranestack-llc","CraneStack LLC","Google Cloud Platform","NA","NA","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/thryve-digital-health-llp","Thryve Digital Health LLP.","Google Cloud Platform","English","India","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/shopify","Shopify","Google Cloud Platform","NA","world","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/nethermind","Nethermind","Google Cloud Platform","English","Australia, United Kingdom, and Singapore","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/spirion","Spirion","Google Workspace","English","Canada, Mexico, and United States","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/d2iq-inc","D2iQ, Inc.","Google Cloud Platform","NA","NA","NA","NA","NA","NA","NA"
"https://cloud.google.com/find-a-partner/partner/psi","PSI","NA","English and French","Belgium, Switzerland, Germany, Spain, France, and Portugal","NA","https://maps.google.com/?q=Avenue%20de%20Terrefort%20Bruges%2033520%20FR","tel:+33 556168778","mailto:contact@psi.fr","https://www.psi.fr/"
"https://cloud.google.com/find-a-partner/partner/floorplanner-com-b-v","Floorplanner.com B.V.","Google Cloud Platform","NA","NA","NA","NA","NA","NA","NA"
